29,26,23,42,22,6,14/03/2013
3,37,34,25,6,16,17/03/2013
17,39,13,41,42,5,21/03/2013
38,33,32,43,44,10,24/03/2013
21,42,15,17,37,11,28/03/2013
45,12,35,43,4,15,31/03/2013
14,44,40,36,35,16,04/04/2013
30,14,43,11,42,13,07/04/2013
42,11,22,34,39,6,11/04/2013
2,43,27,21,33,19,14/04/2013
16,23,34,12,36,16,18/04/2013
6,30,7,10,16,3,21/04/2013
7,18,15,36,26,14,25/04/2013
1,26,41,25,19,5,28/04/2013
28,32,41,8,38,14,02/05/2013
17,21,36,31,8,20,04/05/2013
22,27,9,34,26,5,09/05/2013
36,31,34,6,43,3,12/05/2013
18,13,38,6,36,19,16/05/2013
31,12,3,21,16,4,19/05/2013
38,4,41,32,20,18,23/05/2013
36,3,21,4,13,19,26/05/2013
27,17,5,34,37,5,30/05/2013
28,27,20,26,25,6,02/06/2013
7,42,28,43,6,5,06/06/2013
34,40,4,3,21,7,09/06/2013
10,14,35,1,8,1,14/06/2013
14,33,39,42,34,19,16/06/2013
40,3,8,26,10,10,20/06/2013
24,42,27,37,21,14,23/06/2013
30,19,26,34,5,2,27/06/2013
37,39,31,10,7,16,30/06/2013
3,37,15,21,26,6,04/07/2013
26,38,27,36,39,17,07/07/2013
42,18,14,38,17,19,11/07/2013
6,37,26,31,35,1,14/07/2013
11,32,34,21,13,6,18/07/2013
6,37,32,39,41,2,21/07/2013
33,7,16,35,10,1,25/07/2013
18,33,45,21,6,5,28/07/2013
44,13,12,42,29,9,01/08/2013
29,40,1,38,15,4,04/08/2013
43,38,16,1,34,15,08/08/2013
16,34,41,17,11,3,11/08/2013
3,10,44,27,22,15,14/08/2013
13,9,42,6,32,4,18/08/2013
16,29,36,12,10,19,22/08/2013
8,24,42,32,4,16,25/08/2013
3,19,20,40,2,4,29/08/2013
6,17,33,14,1,17,01/09/2013
42,38,28,15,41,3,05/09/2013
22,3,37,36,39,11,08/09/2013
24,13,35,4,33,12,12/09/2013
1,34,41,42,9,16,15/09/2013
28,17,5,13,26,11,19/09/2013
14,28,23,11,13,5,22/09/2013
20,41,23,2,37,10,26/09/2013
26,5,15,8,38,18,29/09/2013
14,38,44,16,25,7,03/10/2013
9,39,1,29,41,18,06/10/2013
42,40,3,43,31,3,10/10/2013
12,3,42,41,24,1,13/10/2013
3,15,32,14,6,17,17/10/2013
13,44,10,23,14,14,20/10/2013
35,28,7,29,18,19,24/10/2013
5,36,27,38,40,11,27/10/2013
38,31,9,18,20,18,31/10/2013
44,6,25,18,41,8,03/11/2013
25,41,13,12,31,15,07/11/2013
45,38,41,1,44,15,10/11/2013
19,22,21,32,13,12,14/11/2013
26,2,5,44,28,7,17/11/2013
42,1,13,14,15,7,21/11/2013
22,11,39,45,9,18,24/11/2013
35,39,13,7,32,2,28/11/2013
44,30,36,5,31,19,01/12/2013
39,17,25,40,27,8,05/12/2013
13,25,32,14,9,13,08/12/2013
9,42,1,27,40,19,12/12/2013
19,23,15,4,8,4,15/12/2013
37,8,13,25,12,15,19/12/2013
36,6,33,34,26,14,22/12/2013
13,5,38,33,11,10,26/12/2013
43,32,8,20,24,10,29/12/2013
20,4,7,31,40,12,02/01/2014
3,17,34,9,43,4,05/01/2014
28,25,27,19,32,6,09/01/2014
1,16,12,26,43,3,12/01/2014
44,28,1,8,24,3,16/01/2014
42,3,41,22,17,2,19/01/2014
7,4,12,38,40,12,23/01/2014
21,32,44,12,29,11,26/01/2014
30,23,21,26,28,9,30/01/2014
5,22,44,38,6,1,02/02/2014
42,5,18,10,4,19,06/02/2014
22,35,42,26,41,19,09/02/2014
2,35,25,30,17,7,13/02/2014
12,11,18,38,8,8,16/02/2014
3,10,6,40,45,10,20/02/2014
26,10,17,34,1,10,23/02/2014
27,32,14,19,43,9,27/02/2014
4,1,45,33,40,15,02/03/2014
31,20,17,35,19,7,06/03/2014
42,27,43,25,1,7,09/03/2014
44,30,14,23,41,6,13/03/2014
39,16,38,14,32,16,16/03/2014
27,3,15,33,11,5,20/03/2014
30,18,14,19,26,19,23/03/2014
33,12,23,17,1,1,27/03/2014
6,33,41,24,43,6,30/03/2014
23,30,24,26,6,4,03/04/2014
35,27,5,11,3,11,06/04/2014
38,17,42,3,39,18,10/04/2014
45,4,30,8,6,6,13/04/2014
37,26,30,17,15,1,16/04/2014
14,6,26,18,35,2,19/04/2014
5,24,16,17,31,8,24/04/2014
41,42,28,14,31,1,27/04/2014
22,9,20,40,31,19,01/05/2014
40,44,13,30,25,3,04/05/2014
28,31,15,12,9,2,08/05/2014
16,14,9,11,24,14,11/05/2014
31,22,37,24,25,7,15/05/2014
13,24,16,30,21,1,18/05/2014
44,37,16,15,34,9,22/05/2014
2,16,7,10,40,17,25/05/2014
11,44,13,16,39,17,29/05/2014
18,8,42,27,1,16,01/06/2014
39,11,9,2,7,16,05/06/2014
30,41,10,6,35,6,08/06/2014
21,28,20,45,44,8,12/06/2014
7,4,19,34,9,13,15/06/2014
21,35,25,42,3,20,19/06/2014
24,40,19,44,4,17,22/06/2014
19,20,41,22,4,3,26/06/2014
12,22,5,34,19,5,29/06/2014
24,38,7,33,14,3,03/07/2014
4,13,42,3,28,17,06/07/2014
17,2,28,22,14,6,10/07/2014
29,14,4,31,15,5,13/07/2014
29,24,9,42,36,15,17/07/2014
8,32,7,25,9,4,20/07/2014
9,33,3,16,36,18,24/07/2014
12,27,41,11,43,7,27/07/2014
20,6,39,13,12,5,31/07/2014
15,36,23,11,20,3,03/08/2014
20,8,6,16,43,18,07/08/2014
10,29,34,31,21,18,10/08/2014
7,27,25,36,44,3,14/08/2014
19,34,18,25,36,17,17/08/2014
31,25,21,41,19,13,21/08/2014
5,4,14,8,13,9,24/08/2014
41,36,29,1,11,11,28/08/2014
40,23,25,33,17,12,31/08/2014
23,14,37,7,2,18,04/09/2014
35,23,30,4,7,16,07/09/2014
5,24,18,13,35,10,11/09/2014
6,1,14,34,41,9,14/09/2014
29,14,9,43,8,3,18/09/2014
9,42,26,11,6,19,21/09/2014
43,15,37,14,10,16,25/09/2014
19,2,31,30,40,6,28/09/2014
36,12,35,11,17,13,02/10/2014
17,19,41,14,21,20,05/10/2014
40,9,16,3,33,2,09/10/2014
8,29,45,21,6,10,12/10/2014
6,43,13,2,16,10,16/10/2014
6,13,18,23,45,12,19/10/2014
38,1,37,26,32,9,23/10/2014
5,7,37,17,13,2,26/10/2014
10,32,18,29,19,17,30/10/2014
42,39,16,9,5,12,02/11/2014
24,14,20,9,30,16,06/11/2014
1,3,30,16,23,10,09/11/2014
39,42,14,18,15,11,13/11/2014
27,39,42,41,1,18,16/11/2014
5,29,44,15,16,7,20/11/2014
24,28,32,25,18,18,23/11/2014
15,9,22,42,5,10,27/11/2014
18,20,1,34,4,12,30/11/2014
41,28,35,37,1,7,04/12/2014
39,23,40,37,44,4,07/12/2014
38,37,6,35,25,11,11/12/2014
29,7,10,37,27,12,14/12/2014
19,18,39,28,11,7,18/12/2014
31,6,30,35,13,9,21/12/2014
44,45,16,2,34,5,24/12/2014
38,1,28,21,9,2,28/12/2014
36,41,33,2,9,20,01/01/2015
8,1,24,9,2,6,04/01/2015
25,10,17,39,38,7,08/01/2015
32,26,44,24,36,7,11/01/2015
8,30,7,11,10,15,15/01/2015
1,27,24,40,32,18,18/01/2015
31,30,42,24,25,16,22/01/2015
37,28,8,14,25,9,25/01/2015
9,13,12,36,31,17,29/01/2015
1,29,43,32,5,15,01/02/2015
45,35,44,13,30,10,05/02/2015
6,24,5,15,44,8,08/02/2015
6,19,8,10,14,3,12/02/2015
17,43,37,33,31,18,15/02/2015
39,19,38,14,40,18,19/02/2015
20,42,34,18,2,20,22/02/2015
20,28,16,39,4,11,26/02/2015
42,12,22,28,4,16,01/03/2015
2,33,17,41,3,17,05/03/2015
1,35,20,2,21,2,08/03/2015
20,32,36,4,14,2,12/03/2015
33,5,9,36,16,19,15/03/2015
3,44,28,32,20,1,19/03/2015
45,38,13,24,10,8,22/03/2015
44,19,28,4,13,11,26/03/2015
42,20,31,36,6,3,29/03/2015
19,34,44,3,17,10,02/04/2015
32,21,7,20,31,8,05/04/2015
40,15,39,33,34,10,08/04/2015
38,15,17,29,21,2,11/04/2015
2,22,39,12,34,13,16/04/2015
4,42,45,13,24,15,19/04/2015
29,28,20,22,37,17,23/04/2015
40,26,13,27,6,16,26/04/2015
21,39,43,31,38,10,30/04/2015
25,23,1,11,29,17,03/05/2015
29,40,21,44,26,4,07/05/2015
36,39,16,7,19,2,10/05/2015
20,18,16,17,38,3,14/05/2015
5,33,40,7,9,7,17/05/2015
44,16,33,19,41,17,21/05/2015
44,27,20,2,36,7,24/05/2015
42,36,34,12,32,16,28/05/2015
39,19,16,38,29,11,31/05/2015
17,31,12,40,10,4,04/06/2015
24,23,45,6,42,15,07/06/2015
3,23,36,38,15,9,11/06/2015
23,16,25,31,21,10,14/06/2015
34,20,44,40,17,13,18/06/2015
28,3,43,29,35,6,21/06/2015
19,22,23,32,41,16,25/06/2015
1,11,16,39,42,3,28/06/2015
16,32,35,37,39,8,02/07/2015
13,21,23,29,38,18,05/07/2015
9,16,24,26,39,17,09/07/2015
6,18,40,41,43,11,12/07/2015
3,5,27,33,36,7,16/07/2015
2,18,24,27,39,9,19/07/2015
3,6,8,25,39,19,23/07/2015
13,27,29,34,44,1,26/07/2015
17,22,29,31,44,4,30/07/2015
7,9,22,24,35,5,02/08/2015
5,16,24,29,33,15,06/08/2015
3,4,21,22,32,4,09/08/2015
5,19,24,41,44,11,13/08/2015
10,20,28,32,44,3,16/08/2015
3,5,9,14,21,10,20/08/2015
5,11,20,25,26,3,23/08/2015
12,18,27,30,42,7,27/08/2015
7,23,29,41,43,18,30/08/2015
9,13,14,15,35,3,03/09/2015
